code,name,is_etf
002428,云南锗业,False
002429,兆驰股份,False
002430,杭氧股份,False
002431,棕榈股份,False
002432,九安医疗,False
002433,太安退,False
002434,万里扬,False
002436,兴森科技,False
002437,誉衡药业,False
002438,江苏神通,False
002439,启明星辰,False
002440,闰土股份,False
002441,众业达,False
002442,龙星科技,False
002443,金洲管道,False
002444,巨星科技,False
002445,中南文化,False
002446,盛路通信,False
002447,晨鑫退,False
002448,中原内配,False
002449,国星光电,False
002450,康得退,False
002451,摩恩电气,False
002452,长高电新,False
002453,华软科技,False
002454,松芝股份,False
002455,百川股份,False
002456,欧菲光,False
002457,青龙管业,False
002458,益生股份,False
002459,晶澳科技,False
002460,赣锋锂业,False
002461,珠江啤酒,False
002462,嘉事堂,False
002463,沪电股份,False
002464,众应退,False
002465,海格通信,False
002466,天齐锂业,False
002467,二六三,False
002468,申通快递,False
002469,三维化学,False
002470,金正大,False
002471,中超控股,False
002472,双环传动,False
002473,圣莱退,False
002474,榕基软件,False
002475,立讯精密,False
002476,宝莫股份,False
002477,雏鹰退,False
002478,常宝股份,False
002479,富春环保,False
002480,新筑股份,False
002481,双塔食品,False
002482,广田集团,False
002483,润邦股份,False
002484,江海股份,False
002486,嘉麟杰,False
002487,大金重工,False
002488,金固股份,False
002489,浙江永强,False
002490,山东墨龙,False
002491,通鼎互联,False
002492,恒基达鑫,False
002493,荣盛石化,False
002494,华斯股份,False
002495,佳隆股份,False
002497,雅化集团,False
002498,汉缆股份,False
002499,科林退,False
002500,山西证券,False
002501,利源股份,False
002505,鹏都农牧,False
002506,协鑫集成,False
002507,涪陵榨菜,False
002508,老板电器,False
002509,天茂退,False
002510,天汽模,False
002511,中顺洁柔,False
002512,达华智能,False
002513,蓝丰生化,False
002514,宝馨科技,False
002515,金字火腿,False
002516,旷达科技,False
002517,恺英网络,False
002518,科士达,False
002519,银河电子,False
002520,日发精机,False
002521,齐峰新材,False
002522,浙江众成,False
002523,天桥起重,False
002524,光正眼科,False
002526,山东矿机,False
002527,新时达,False
002530,金财互联,False
002531,天顺风能,False
002532,天山铝业,False
002533,金杯电工,False
002534,西子洁能,False
002535,林州重机,False
002536,飞龙股份,False
002537,海联金汇,False
002538,司尔特,False
002539,云图控股,False
002540,亚太科技,False
002541,鸿路钢构,False
002542,中化岩土,False
002543,万和电气,False
002544,普天科技,False
002545,东方铁塔,False
002546,新联电子,False
002547,春兴精工,False
002548,金新农,False
002549,凯美特气,False
002550,千红制药,False
002551,尚荣医疗,False
002552,宝鼎科技,False
002553,南方精工,False
002554,惠博普,False
002555,三七互娱,False
002556,辉隆股份,False
002557,洽洽食品,False
002558,巨人网络,False
002559,亚威股份,False
002560,通达股份,False
002561,徐家汇,False
002562,兄弟科技,False
002563,森马服饰,False
002564,天沃科技,False
002565,顺灏股份,False
002566,益盛药业,False
002567,唐人神,False
002568,百润股份,False
002570,贝因美,False
002571,德力股份,False
002572,索菲亚,False
002573,清新环境,False
002574,明牌珠宝,False
002575,群兴玩具,False
002576,通达动力,False
002577,雷柏科技,False
002578,闽发铝业,False
002579,中京电子,False
002580,圣阳股份,False
002582,好想你,False
002583,海能达,False
002584,西陇科学,False
002585,双星新材,False
002587,奥拓电子,False
002588,史丹利,False
002589,瑞康医药,False
002590,万安科技,False
002591,恒大高新,False
002593,日上集团,False
002594,比亚迪,False
002595,豪迈科技,False
002596,海南瑞泽,False
002597,金禾实业,False
002598,山东章鼓,False
002599,盛通股份,False
002600,领益智造,False
002601,龙佰集团,False
002602,世纪华通,False
002603,以岭药业,False
002604,龙力退,False
002605,姚记科技,False
002606,大连电瓷,False
002607,中公教育,False
002608,江苏国信,False
002609,捷顺科技,False
002611,东方精工,False
002612,朗姿股份,False
002613,北玻股份,False
002614,奥佳华,False
002615,哈尔斯,False
002616,长青集团,False
002617,露笑科技,False
002618,丹邦退,False
002622,皓宸医疗,False
002623,亚玛顿,False
002624,完美世界,False
002625,光启技术,False
002626,金达威,False
002627,三峡旅游,False
002628,成都路桥,False
002629,仁智股份,False
002631,德尔未来,False
002632,道明光学,False
002633,申科股份,False
002634,棒杰股份,False
002635,安洁科技,False
002636,金安国纪,False
002637,赞宇科技,False
002638,勤上股份,False
002639,雪人集团,False
002640,跨境通,False
002641,公元股份,False
002642,荣联科技,False
002643,万润股份,False
002644,佛慈制药,False
002645,华宏科技,False
002646,天佑德酒,False
002648,卫星化学,False
002649,博彦科技,False
002651,利君股份,False
002652,扬子新材,False
002653,海思科,False
002654,万润科技,False
002655,共达电声,False
002657,中科金财,False
002658,雪迪龙,False
002659,凯文教育,False
002660,茂硕电源,False
002661,克明食品,False
002662,峰璟股份,False
002663,普邦股份,False
002664,信质集团,False
002666,德联集团,False
002667,威领股份,False
002668,TCL智家,False
002669,康达新材,False
002670,国盛证券,False
002671,龙泉股份,False
002672,东江环保,False
002673,西部证券,False
002674,兴业科技,False
002675,东诚药业,False
002676,顺威股份,False
002677,浙江美大,False
002678,珠江钢琴,False
002679,福建金森,False
002680,长生退,False
002681,奋达科技,False
002682,龙洲股份,False
002683,广东宏大,False
002684,猛狮退,False
002685,华东重机,False
002686,亿利达,False
002687,乔治白,False
002688,金河生物,False
002690,美亚光电,False
002691,冀凯股份,False
002692,远程股份,False
002694,顾地科技,False
002695,煌上煌,False
002696,百洋股份,False
002697,红旗连锁,False
002698,博实股份,False
002700,万憬能源,False
002701,奥瑞金,False
002702,海欣食品,False
002703,浙江世宝,False
002705,新宝股份,False
002706,良信股份,False
002707,众信旅游,False
002708,光洋股份,False
002709,天赐材料,False
002711,欧浦退,False
002712,思美传媒,False
002714,牧原股份,False
002715,登云股份,False
002716,湖南白银,False
002718,友邦吊顶,False
002719,麦趣尔,False
002721,金一文化,False
002722,物产金轮,False
002723,小崧股份,False
002724,海洋王,False
002725,跃岭股份,False
002726,龙大美食,False
002727,一心堂,False
002728,特一药业,False
002729,好利科技,False
002730,电光科技,False
002731,萃华珠宝,False
002732,燕塘乳业,False
002733,雄韬股份,False
002734,利民股份,False
002735,王子新材,False
002736,国信证券,False
002737,葵花药业,False
002738,中矿资源,False
002739,万达电影,False
002741,光华科技,False
002743,富煌钢构,False
002745,木林森,False
002746,仙坛股份,False
002747,埃斯顿,False
002748,世龙实业,False
002749,国光股份,False
002750,龙津退,False
002751,易尚退,False
002752,昇兴股份,False
002753,永东股份,False
002755,奥赛康,False
002756,永兴材料,False
002757,南兴股份,False
002758,浙农股份,False
002759,天际股份,False
002760,凤形股份,False
002761,浙江建投,False
002763,汇洁股份,False
002765,蓝黛科技,False
002766,索菱股份,False
002767,先锋电子,False
002768,国恩股份,False
002769,普路通,False
002770,科迪退,False
002771,真视通,False
002772,众兴菌业,False
002773,康弘药业,False
002774,快意电梯,False
002775,文科股份,False
002777,久远银海,False
002778,中晟高科,False
002779,中坚科技,False
002780,三夫户外,False
002781,奇信退,False
002782,可立克,False
002783,凯龙股份,False
002785,万里石,False
002786,银宝山新,False
002787,华源控股,False
002788,鹭燕医药,False
002790,瑞尔特,False
002791,坚朗五金,False
002792,通宇通讯,False
002793,罗欣药业,False
002795,永和智控,False
002796,世嘉科技,False
002797,第一创业,False
002798,帝欧水华,False
002799,环球印务,False
002800,天顺股份,False
002801,微光股份,False
002802,洪汇新材,False
